year-month,EU,PU,EPU,RPU,REPU
2018-4,175.8977403,241.4035783,232.9578965,208.6377536,250.1671686
2018-5,213.8443577,262.1849226,279.9242931,382.2589015,549.3265181
2018-6,175.437853,230.7026976,197.6401931,295.71551,237.4789834
2018-7,171.7199469,217.1003688,210.7519309,309.0474933,312.7933115
2018-8,169.4834339,180.5203148,190.234774,248.9048144,249.4923145
2018-9,134.3357518,188.5768011,166.0167163,191.4233951,68.96806888
2018-10,163.6495547,210.1949056,227.5894284,334.7955805,408.53565
2018-11,163.5068174,215.5313107,189.4063245,277.8740381,344.2863461
2018-12,214.582079,279.343562,317.1406442,387.7929091,338.4364839
2019-1,311.3937922,281.8614321,329.5020248,428.490298,625.6559933
2019-2,194.4327149,264.2872316,225.542985,296.8053417,209.4077892
2019-3,193.1943017,194.9373987,209.7563474,244.1654477,261.8957047
2019-4,127.0411302,172.4113575,121.8633431,182.306563,210.1749701
2019-5,133.7229176,185.9527713,150.7878939,158.5856741,170.1387454
2019-6,238.4098624,276.5373172,330.5689372,405.2556882,378.2084461
2019-7,216.1077636,220.8701971,280.7923818,281.5117766,494.6607062
2019-8,369.4230089,327.7648605,484.5204637,244.1114559,394.9170622
2019-9,216.0618588,259.6664921,289.5423818,284.9148711,392.8526309
2019-10,207.6732988,231.5576717,212.0468505,261.3689795,200.2492188
2019-11,173.6088373,195.7612409,183.7706823,99.20558282,168.1555567
2019-12,233.5505544,251.1687628,281.4345475,360.8556789,498.4678559
2020-1,217.5231309,248.1011813,237.3019709,257.2498677,209.5427628
2020-2,280.5972972,282.2190784,304.408322,330.9174679,472.8955334
2020-3,698.3692859,442.8873475,560.7762833,261.0441381,349.5937202
2020-4,773.3554111,498.8556823,667.1955044,417.701021,650.1255702
